marker,allele,frequency
D19S433,17,0.002413127413127413
D19S433,17.2,0.003861003861003861
D19S433,18.2,0.0014478764478764478
D1S1656,10,0.00723938223938224
D1S1656,11,0.05115830115830116
D1S1656,12,0.08638996138996138
D1S1656,13,0.09507722007722008
D1S1656,14,0.14478764478764478
D1S1656,14.3,0.004343629343629344
D1S1656,15,0.1616795366795367
D1S1656,15.3,0.041505791505791506
D1S1656,16,0.14237451737451737
D1S1656,16.3,0.06805019305019305
D1S1656,17,0.04198841698841699
D1S1656,17.3,0.10472972972972973
D1S1656,18,0.005791505791505791
D1S1656,18.3,0.03571428571428571
D1S1656,19.3,0.00916988416988417
D21S11,24.2,0.00048262548262548264
D21S11,25.2,0.00048262548262548264
D21S11,26,0.00048262548262548264
D21S11,26.2,0.00048262548262548264
D21S11,27,0.03861003861003861
D21S11,28,0.16457528957528958
D21S11,28.2,0.00048262548262548264
D21S11,29,0.20415057915057916
D21S11,29.2,0.0014478764478764478
D21S11,29.3,0.00048262548262548264
D21S11,30,0.2475868725868726
D21S11,30.2,0.02171814671814672
D21S11,30.3,0.0009652509652509653
D21S11,31,0.08011583011583012
D21S11,31.2,0.07722007722007722
D21S11,32,0.013996138996138996
D21S11,32.2,0.09121621621621621
D21S11,33,0.004343629343629344
D21S11,33.1,0.0014478764478764478
D21S11,33.2,0.032818532818532815
D21S11,34,0.002413127413127413
D21S11,34.2,0.0014478764478764478
D21S11,35,0.007722007722007722
D21S11,36,0.0033783783783783786
D21S11,37,0.0009652509652509653
D21S11,38,0.00048262548262548264
D21S11,39,0.00048262548262548264
D22S1045,8,0.002413127413127413
D22S1045,10,0.016891891891891893
D22S1045,11,0.12982625482625482
D22S1045,12,0.02557915057915058
D22S1045,13,0.005308880308880309
D22S1045,14,0.052606177606177605
D22S1045,15,0.32094594594594594
D22S1045,16,0.2972972972972973
D22S1045,17,0.1365830115830116
D22S1045,18,0.010135135135135136
D22S1045,19,0.002413127413127413
D2S1338,15,0.0009652509652509653
D2S1338,16,0.04005791505791506
D2S1338,17,0.14189189189189189
D2S1338,18,0.07046332046332046
D2S1338,19,0.14864864864864866
D2S1338,20,0.13272200772200773
D2S1338,21,0.06660231660231661
D2S1338,22,0.07528957528957529
D2S1338,23,0.11824324324324324
D2S1338,24,0.09700772200772201
D2S1338,25,0.0834942084942085
D2S1338,26,0.022683397683397683
D2S1338,27,0.0019305019305019305
D2S441,8,0.00048262548262548264
D2S441,9,0.0014478764478764478
D2S441,9.1,0.0009652509652509653
D2S441,10,0.2031853281853282
D2S441,11,0.34025096525096526
D2S441,11.3,0.048745173745173745
D2S441,12,0.09942084942084942
D2S441,12.3,0.004343629343629344
D2S441,13,0.032335907335907334
D2S441,13.3,0.0009652509652509653
D2S441,14,0.22683397683397682
D2S441,14.3,0.00048262548262548264
D2S441,15,0.03909266409266409
D2S441,16,0.0009652509652509653
D2S441,17,0.00048262548262548264
D3S1358,11,0.00048262548262548264
D3S1358,12,0.0014478764478764478
D3S1358,13,0.0028957528957528956
D3S1358,14,0.08735521235521236
D3S1358,15,0.3045366795366795
D3S1358,15.2,0.00048262548262548264
D3S1358,16,0.2828185328185328
D3S1358,17,0.20415057915057916
D3S1358,18,0.10569498069498069
D3S1358,19,0.00916988416988417
D3S1358,20,0.0009652509652509653
D5S818,7,0.0111003861003861
D5S818,8,0.019787644787644786
D5S818,9,0.04633204633204633
D5S818,10,0.0777027027027027
D5S818,11,0.3156370656370656
D5S818,12,0.3532818532818533
D5S818,13,0.16312741312741313
D5S818,14,0.0111003861003861
D5S818,15,0.0019305019305019305
D6S1043,8,0.00048262548262548264
D6S1043,9,0.00048262548262548264
D6S1043,10,0.011583011583011582
D6S1043,11,0.2084942084942085
D6S1043,12,0.21428571428571427
D6S1043,12.3,0.00048262548262548264
D6S1043,13,0.09749034749034749
D6S1043,14,0.08301158301158301
D6S1043,15,0.032335907335907334
D6S1043,16,0.007722007722007722
D6S1043,17,0.05791505791505792
D6S1043,18,0.10617760617760617
D6S1043,18.1,0.00048262548262548264
D6S1043,18.3,0.00048262548262548264
D6S1043,19,0.09797297297297297
D6S1043,19.3,0.0009652509652509653
D6S1043,20,0.04584942084942085
D6S1043,20.3,0.002413127413127413
D6S1043,21,0.0111003861003861
D6S1043,21.3,0.010135135135135136
D6S1043,22,0.00048262548262548264
D6S1043,22.3,0.0028957528957528956
D6S1043,23,0.0033783783783783786
D6S1043,23.3,0.00048262548262548264
D6S1043,24,0.0019305019305019305
D6S1043,25,0.00048262548262548264
D6S1043,26,0.00048262548262548264
D7S820,6,0.00048262548262548264
D7S820,7,0.016409266409266408
D7S820,8,0.16554054054054054
D7S820,8.1,0.00048262548262548264
D7S820,9,0.12162162162162163
D7S820,10,0.2948841698841699
D7S820,10.3,0.00048262548262548264
D7S820,11,0.23455598455598456
D7S820,12,0.1361003861003861
D7S820,13,0.02750965250965251
D7S820,14,0.0019305019305019305
D8S1179,8,0.010617760617760617
D8S1179,9,0.004826254826254826
D8S1179,10,0.07866795366795366
D8S1179,11,0.06708494208494209
D8S1179,12,0.14189189189189189
D8S1179,13,0.26833976833976836
D8S1179,14,0.2335907335907336
D8S1179,15,0.14044401544401544
D8S1179,16,0.048745173745173745
D8S1179,17,0.003861003861003861
D8S1179,18,0.0019305019305019305
F13A01,3.2,0.138996138996139
F13A01,4,0.06225868725868726
F13A01,4.2,0.00048262548262548264
F13A01,5,0.22972972972972974
F13A01,6,0.2475868725868726
F13A01,7,0.24662162162162163
F13A01,8,0.02171814671814672
F13A01,9,0.003861003861003861
F13A01,10,0.002413127413127413
F13A01,11,0.002413127413127413
F13A01,12,0.0028957528957528956
F13A01,13,0.013030888030888031
F13A01,14,0.009652509652509652
F13A01,15,0.01447876447876448
F13A01,16,0.0033783783783783786
F13A01,17,0.00048262548262548264
F13B,6,0.18194980694980695
F13B,6.3,0.00048262548262548264
F13B,7,0.06660231660231661
F13B,8,0.16843629343629343
F13B,9,0.23214285714285715
F13B,10,0.3465250965250965
F13B,11,0.003861003861003861
FESFPS,5,0.00048262548262548264
FESFPS,6,0.00048262548262548264
FESFPS,7,0.0014478764478764478
FESFPS,8,0.045366795366795366
FESFPS,9,0.012548262548262547
FESFPS,10,0.2277992277992278
FESFPS,10.3,0.014961389961389961
FESFPS,11,0.3909266409266409
FESFPS,11.3,0.0009652509652509653
FESFPS,12,0.23552123552123552
FESFPS,13,0.06467181467181467
FESFPS,14,0.004826254826254826
FGA,16.2,0.00048262548262548264
FGA,17,0.0014478764478764478
FGA,17.2,0.00048262548262548264
FGA,18,0.01447876447876448
FGA,18.2,0.005791505791505791
FGA,19,0.05791505791505792
FGA,19.2,0.0009652509652509653
FGA,20,0.08832046332046332
FGA,21,0.1472007722007722
FGA,21.2,0.0019305019305019305
FGA,22,0.1973938223938224
FGA,22.2,0.006756756756756757
FGA,22.3,0.00048262548262548264
FGA,23,0.15588803088803088
FGA,23.2,0.002413127413127413
FGA,24,0.13706563706563707
FGA,24.2,0.0009652509652509653
FGA,25,0.10038610038610038
FGA,25.2,0.00048262548262548264
FGA,26,0.04922779922779923
FGA,27,0.019787644787644786
FGA,28,0.005308880308880309
FGA,29,0.002413127413127413
FGA,30,0.0009652509652509653
FGA,30.2,0.00048262548262548264
FGA,31.2,0.00048262548262548264
FGA,43.2,0.00048262548262548264
LPL,7,0.00723938223938224
LPL,8,0.0014478764478764478
LPL,9,0.06660231660231661
LPL,10,0.43243243243243246
LPL,11,0.18967181467181468
LPL,12,0.2471042471042471
LPL,13,0.04922779922779923
LPL,14,0.005791505791505791
LPL,15,0.00048262548262548264
Penta_C,5,0.017374517374517374
Penta_C,7,0.008204633204633204
Penta_C,8,0.032818532818532815
Penta_C,9,0.19305019305019305
Penta_C,10,0.06756756756756757
Penta_C,10.1,0.00048262548262548264
Penta_C,11,0.333976833976834
Penta_C,12,0.2171814671814672
Penta_C,13,0.10376447876447877
Penta_C,14,0.0222007722007722
Penta_C,15,0.002413127413127413
Penta_C,16,0.0009652509652509653
Penta_D,2.2,0.042995169082125605
Penta_D,3.2,0.003381642512077295
Penta_D,5,0.015942028985507246
Penta_D,6,0.006280193236714976
Penta_D,7,0.01642512077294686
Penta_D,8,0.04782608695652174
Penta_D,9,0.21739130434782608
Penta_D,10,0.12753623188405797
Penta_D,11,0.15555555555555556
Penta_D,12,0.16956521739130434
Penta_D,13,0.1386473429951691
Penta_D,13.4,0.0004830917874396135
Penta_D,14,0.0463768115942029
Penta_D,15,0.00821256038647343
Penta_D,16,0.001932367149758454
Penta_D,17,0.0014492753623188406
Penta_E,5,0.07287644787644787
Penta_E,6,0.00048262548262548264
Penta_E,7,0.11969111969111969
Penta_E,8,0.06611969111969113
Penta_E,9,0.02750965250965251
Penta_E,10,0.07046332046332046
Penta_E,11,0.08397683397683398
Penta_E,12,0.15926640926640925
Penta_E,13,0.09025096525096525
Penta_E,14,0.06563706563706563
Penta_E,15,0.06563706563706563
Penta_E,15.4,0.0009652509652509653
Penta_E,16,0.05067567567567568
Penta_E,17,0.05164092664092664
Penta_E,18,0.03185328185328185
Penta_E,19,0.016409266409266408
Penta_E,19.4,0.0009652509652509653
Penta_E,20,0.011583011583011582
Penta_E,21,0.004343629343629344
Penta_E,22,0.003861003861003861
Penta_E,23,0.0033783783783783786
Penta_E,24,0.00048262548262548264
Penta_E,25,0.0019305019305019305
SE33,6.3,0.00048262548262548264
SE33,7,0.00048262548262548264
SE33,10.2,0.00048262548262548264
SE33,11,0.00048262548262548264
SE33,11.2,0.0009652509652509653
SE33,12,0.004343629343629344
SE33,12.2,0.0019305019305019305
SE33,13,0.011583011583011582
SE33,13.2,0.0019305019305019305
SE33,14,0.03185328185328185
SE33,14.2,0.0033783783783783786
SE33,15,0.037644787644787646
SE33,15.2,0.002413127413127413
SE33,16,0.048745173745173745
SE33,16.2,0.0019305019305019305
SE33,16.3,0.0009652509652509653
SE33,17,0.07335907335907337
SE33,17.2,0.00048262548262548264
SE33,17.3,0.0019305019305019305
SE33,18,0.09555984555984556
SE33,18.3,0.00048262548262548264
SE33,19,0.09314671814671814
SE33,19.2,0.0028957528957528956
SE33,20,0.07239382239382239
SE33,20.2,0.006756756756756757
SE33,21,0.033301158301158304
SE33,21.2,0.017857142857142856
SE33,22,0.01447876447876448
SE33,22.2,0.023166023166023165
SE33,23,0.004343629343629344
SE33,23.2,0.027992277992277992
SE33,24,0.00048262548262548264
SE33,24.2,0.023166023166023165
SE33,25.2,0.03523166023166023
SE33,26,0.00048262548262548264
SE33,26.2,0.05888030888030888
SE33,27,0.00048262548262548264
SE33,27.2,0.07384169884169885
SE33,27.3,0.00048262548262548264
SE33,28.2,0.06418918918918919
SE33,28.3,0.0009652509652509653
SE33,29.2,0.04681467181467181
SE33,30,0.00048262548262548264
SE33,30.2,0.037644787644787646
SE33,31,0.0014478764478764478
SE33,31.2,0.018822393822393823
SE33,32,0.00048262548262548264
SE33,32.2,0.00916988416988417
SE33,33,0.0009652509652509653
SE33,33.2,0.0033783783783783786
SE33,34,0.003861003861003861
SE33,34.2,0.00048262548262548264
SE33,36,0.00048262548262548264
TH01,5,0.0019305019305019305
TH01,6,0.19594594594594594
TH01,7,0.2948841698841699
TH01,8,0.12548262548262548
TH01,9,0.16891891891891891
TH01,9.3,0.2055984555984556
TH01,10,0.006756756756756757
TH01,11,0.00048262548262548264
TPOX,5,0.0004830917874396135
TPOX,6,0.03188405797101449
TPOX,7,0.007246376811594203
TPOX,8,0.46618357487922707
TPOX,9,0.13768115942028986
TPOX,10,0.05990338164251208
TPOX,11,0.24444444444444444
TPOX,12,0.051207729468599035
TPOX,13,0.000966183574879227
vWA,11,0.0014478764478764478
vWA,12,0.0009652509652509653
vWA,13,0.0033783783783783786
vWA,14,0.09555984555984556
vWA,15,0.13465250965250966
vWA,16,0.23021235521235522
vWA,17,0.26206563706563707
vWA,18,0.18001930501930502
vWA,19,0.07866795366795366
vWA,20,0.011583011583011582
vWA,21,0.0014478764478764478
